Statistic Label,Month,Age Group,Sex,UNIT,VALUE
Seasonally Adjusted Monthly Unemployment Rate,2003 August,25 - 74 years,Male,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2003 August,25 - 74 years,Female,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2003 September,15 - 24 years,Both sexes,%,9
Seasonally Adjusted Monthly Unemployment Rate,2003 September,15 - 24 years,Male,%,9.9
Seasonally Adjusted Monthly Unemployment Rate,2003 September,15 - 24 years,Female,%,8
Seasonally Adjusted Monthly Unemployment Rate,2003 September,15 - 74 years,Both sexes,%,5
Seasonally Adjusted Monthly Unemployment Rate,2003 September,15 - 74 years,Male,%,5
Seasonally Adjusted Monthly Unemployment Rate,2003 September,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2003 September,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2003 September,25 - 74 years,Male,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2003 September,25 - 74 years,Female,%,4
Seasonally Adjusted Monthly Unemployment Rate,2003 October,15 - 24 years,Both sexes,%,8.7
Seasonally Adjusted Monthly Unemployment Rate,2003 October,15 - 24 years,Male,%,9.6
Seasonally Adjusted Monthly Unemployment Rate,2003 October,15 - 24 years,Female,%,7.7
Seasonally Adjusted Monthly Unemployment Rate,2003 October,15 - 74 years,Both sexes,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2003 October,15 - 74 years,Male,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2003 October,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2003 October,25 - 74 years,Both sexes,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2003 October,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2003 October,25 - 74 years,Female,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2003 November,15 - 24 years,Both sexes,%,8.7
Seasonally Adjusted Monthly Unemployment Rate,2003 November,15 - 24 years,Male,%,9.5
Seasonally Adjusted Monthly Unemployment Rate,2003 November,15 - 24 years,Female,%,7.8
Seasonally Adjusted Monthly Unemployment Rate,2003 November,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2003 November,15 - 74 years,Male,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2003 November,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2003 November,25 - 74 years,Both sexes,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2003 November,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2003 November,25 - 74 years,Female,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2003 December,15 - 24 years,Both sexes,%,8.9
Seasonally Adjusted Monthly Unemployment Rate,2003 December,15 - 24 years,Male,%,9.6
Seasonally Adjusted Monthly Unemployment Rate,2003 December,15 - 24 years,Female,%,8.1
Seasonally Adjusted Monthly Unemployment Rate,2003 December,15 - 74 years,Both sexes,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2003 December,15 - 74 years,Male,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2003 December,15 - 74 years,Female,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2003 December,25 - 74 years,Both sexes,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2003 December,25 - 74 years,Male,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2003 December,25 - 74 years,Female,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2004 January,15 - 24 years,Both sexes,%,9.2
Seasonally Adjusted Monthly Unemployment Rate,2004 January,15 - 24 years,Male,%,9.8
Seasonally Adjusted Monthly Unemployment Rate,2004 January,15 - 24 years,Female,%,8.4
Seasonally Adjusted Monthly Unemployment Rate,2004 January,15 - 74 years,Both sexes,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2004 January,15 - 74 years,Male,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2004 January,15 - 74 years,Female,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2004 January,25 - 74 years,Both sexes,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2004 January,25 - 74 years,Male,%,4
Seasonally Adjusted Monthly Unemployment Rate,2004 January,25 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2004 February,15 - 24 years,Both sexes,%,9.3
Seasonally Adjusted Monthly Unemployment Rate,2004 February,15 - 24 years,Male,%,9.7
Seasonally Adjusted Monthly Unemployment Rate,2004 February,15 - 24 years,Female,%,8.7
Seasonally Adjusted Monthly Unemployment Rate,2004 February,15 - 74 years,Both sexes,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2004 February,15 - 74 years,Male,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2004 February,15 - 74 years,Female,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2004 February,25 - 74 years,Both sexes,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2004 February,25 - 74 years,Male,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2004 February,25 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2004 March,15 - 24 years,Both sexes,%,9.1
Seasonally Adjusted Monthly Unemployment Rate,2004 March,15 - 24 years,Male,%,9.8
Seasonally Adjusted Monthly Unemployment Rate,2004 March,15 - 24 years,Female,%,8.4
Seasonally Adjusted Monthly Unemployment Rate,2004 March,15 - 74 years,Both sexes,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2004 March,15 - 74 years,Male,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2004 March,15 - 74 years,Female,%,5
Seasonally Adjusted Monthly Unemployment Rate,2004 March,25 - 74 years,Both sexes,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2004 March,25 - 74 years,Male,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2004 March,25 - 74 years,Female,%,4
Seasonally Adjusted Monthly Unemployment Rate,2004 April,15 - 24 years,Both sexes,%,8.6
Seasonally Adjusted Monthly Unemployment Rate,2004 April,15 - 24 years,Male,%,9.3
Seasonally Adjusted Monthly Unemployment Rate,2004 April,15 - 24 years,Female,%,7.8
Seasonally Adjusted Monthly Unemployment Rate,2004 April,15 - 74 years,Both sexes,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2004 April,15 - 74 years,Male,%,5
Seasonally Adjusted Monthly Unemployment Rate,2004 April,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2004 April,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2004 April,25 - 74 years,Male,%,4
Seasonally Adjusted Monthly Unemployment Rate,2004 April,25 - 74 years,Female,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2004 May,15 - 24 years,Both sexes,%,8.5
Seasonally Adjusted Monthly Unemployment Rate,2004 May,15 - 24 years,Male,%,9.1
Seasonally Adjusted Monthly Unemployment Rate,2004 May,15 - 24 years,Female,%,7.8
Seasonally Adjusted Monthly Unemployment Rate,2004 May,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2004 May,15 - 74 years,Male,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2004 May,15 - 74 years,Female,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2004 May,25 - 74 years,Both sexes,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2004 May,25 - 74 years,Male,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2004 May,25 - 74 years,Female,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2004 June,15 - 24 years,Both sexes,%,8.6
Seasonally Adjusted Monthly Unemployment Rate,2004 June,15 - 24 years,Male,%,9.2
Seasonally Adjusted Monthly Unemployment Rate,2004 June,15 - 24 years,Female,%,7.8
Seasonally Adjusted Monthly Unemployment Rate,2004 June,15 - 74 years,Both sexes,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2004 June,15 - 74 years,Male,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2004 June,15 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2004 June,25 - 74 years,Both sexes,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2004 June,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2004 June,25 - 74 years,Female,%,3.2
Seasonally Adjusted Monthly Unemployment Rate,2004 July,15 - 24 years,Both sexes,%,8.7
Seasonally Adjusted Monthly Unemployment Rate,2004 July,15 - 24 years,Male,%,8.9
Seasonally Adjusted Monthly Unemployment Rate,2004 July,15 - 24 years,Female,%,8.4
Seasonally Adjusted Monthly Unemployment Rate,2004 July,15 - 74 years,Both sexes,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2004 July,15 - 74 years,Male,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2004 July,15 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2004 July,25 - 74 years,Both sexes,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2004 July,25 - 74 years,Male,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2004 July,25 - 74 years,Female,%,3.1
Seasonally Adjusted Monthly Unemployment Rate,2004 August,15 - 24 years,Both sexes,%,8.8
Seasonally Adjusted Monthly Unemployment Rate,2004 August,15 - 24 years,Male,%,9
Seasonally Adjusted Monthly Unemployment Rate,2004 August,15 - 24 years,Female,%,8.5
Seasonally Adjusted Monthly Unemployment Rate,2004 August,15 - 74 years,Both sexes,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2004 August,15 - 74 years,Male,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2004 August,15 - 74 years,Female,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2004 August,25 - 74 years,Both sexes,%,3.3
Seasonally Adjusted Monthly Unemployment Rate,2004 August,25 - 74 years,Male,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2004 August,25 - 74 years,Female,%,3.1
Seasonally Adjusted Monthly Unemployment Rate,2004 September,15 - 24 years,Both sexes,%,9
Seasonally Adjusted Monthly Unemployment Rate,2004 September,15 - 24 years,Male,%,9.4
Seasonally Adjusted Monthly Unemployment Rate,2004 September,15 - 24 years,Female,%,8.5
Seasonally Adjusted Monthly Unemployment Rate,2004 September,15 - 74 years,Both sexes,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2004 September,15 - 74 years,Male,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2004 September,15 - 74 years,Female,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2004 September,25 - 74 years,Both sexes,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2004 September,25 - 74 years,Male,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2004 September,25 - 74 years,Female,%,3.3
Seasonally Adjusted Monthly Unemployment Rate,2004 October,15 - 24 years,Both sexes,%,8.9
Seasonally Adjusted Monthly Unemployment Rate,2004 October,15 - 24 years,Male,%,9.7
Seasonally Adjusted Monthly Unemployment Rate,2004 October,15 - 24 years,Female,%,7.9
Seasonally Adjusted Monthly Unemployment Rate,2004 October,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2004 October,15 - 74 years,Male,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2004 October,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2004 October,25 - 74 years,Both sexes,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2004 October,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2004 October,25 - 74 years,Female,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2004 November,15 - 24 years,Both sexes,%,8.8
Seasonally Adjusted Monthly Unemployment Rate,2004 November,15 - 24 years,Male,%,9.8
Seasonally Adjusted Monthly Unemployment Rate,2004 November,15 - 24 years,Female,%,7.6
Seasonally Adjusted Monthly Unemployment Rate,2004 November,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2004 November,15 - 74 years,Male,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2004 November,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2004 November,25 - 74 years,Both sexes,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2004 November,25 - 74 years,Male,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2004 November,25 - 74 years,Female,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2004 December,15 - 24 years,Both sexes,%,8.7
Seasonally Adjusted Monthly Unemployment Rate,2004 December,15 - 24 years,Male,%,9.6
Seasonally Adjusted Monthly Unemployment Rate,2004 December,15 - 24 years,Female,%,7.7
Seasonally Adjusted Monthly Unemployment Rate,2004 December,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2004 December,15 - 74 years,Male,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2004 December,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2004 December,25 - 74 years,Both sexes,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2004 December,25 - 74 years,Male,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2004 December,25 - 74 years,Female,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2005 January,15 - 24 years,Both sexes,%,8.3
Seasonally Adjusted Monthly Unemployment Rate,2005 January,15 - 24 years,Male,%,8.8
Seasonally Adjusted Monthly Unemployment Rate,2005 January,15 - 24 years,Female,%,7.6
Seasonally Adjusted Monthly Unemployment Rate,2005 January,15 - 74 years,Both sexes,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2005 January,15 - 74 years,Male,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2005 January,15 - 74 years,Female,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2005 January,25 - 74 years,Both sexes,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2005 January,25 - 74 years,Male,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2005 January,25 - 74 years,Female,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2005 February,15 - 24 years,Both sexes,%,8.1
Seasonally Adjusted Monthly Unemployment Rate,2005 February,15 - 24 years,Male,%,8.5
Seasonally Adjusted Monthly Unemployment Rate,2005 February,15 - 24 years,Female,%,7.7
Seasonally Adjusted Monthly Unemployment Rate,2005 February,15 - 74 years,Both sexes,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2005 February,15 - 74 years,Male,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2005 February,15 - 74 years,Female,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2005 February,25 - 74 years,Both sexes,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2005 February,25 - 74 years,Male,%,3.3
Seasonally Adjusted Monthly Unemployment Rate,2005 February,25 - 74 years,Female,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2005 March,15 - 24 years,Both sexes,%,8.4
Seasonally Adjusted Monthly Unemployment Rate,2005 March,15 - 24 years,Male,%,9
Seasonally Adjusted Monthly Unemployment Rate,2005 March,15 - 24 years,Female,%,7.7
Seasonally Adjusted Monthly Unemployment Rate,2005 March,15 - 74 years,Both sexes,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2005 March,15 - 74 years,Male,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2005 March,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2005 March,25 - 74 years,Both sexes,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2005 March,25 - 74 years,Male,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2005 March,25 - 74 years,Female,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2005 April,15 - 24 years,Both sexes,%,8.7
Seasonally Adjusted Monthly Unemployment Rate,2005 April,15 - 24 years,Male,%,9.8
Seasonally Adjusted Monthly Unemployment Rate,2005 April,15 - 24 years,Female,%,7.5
Seasonally Adjusted Monthly Unemployment Rate,2005 April,15 - 74 years,Both sexes,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2005 April,15 - 74 years,Male,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2005 April,15 - 74 years,Female,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2005 April,25 - 74 years,Both sexes,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2005 April,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2005 April,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2005 May,15 - 24 years,Both sexes,%,9
Seasonally Adjusted Monthly Unemployment Rate,2005 May,15 - 24 years,Male,%,10.1
Seasonally Adjusted Monthly Unemployment Rate,2005 May,15 - 24 years,Female,%,7.6
Seasonally Adjusted Monthly Unemployment Rate,2005 May,15 - 74 years,Both sexes,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2005 May,15 - 74 years,Male,%,5
Seasonally Adjusted Monthly Unemployment Rate,2005 May,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2005 May,25 - 74 years,Both sexes,%,4
Seasonally Adjusted Monthly Unemployment Rate,2005 May,25 - 74 years,Male,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2005 May,25 - 74 years,Female,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2005 June,15 - 24 years,Both sexes,%,8.9
Seasonally Adjusted Monthly Unemployment Rate,2005 June,15 - 24 years,Male,%,10
Seasonally Adjusted Monthly Unemployment Rate,2005 June,15 - 24 years,Female,%,7.7
Seasonally Adjusted Monthly Unemployment Rate,2005 June,15 - 74 years,Both sexes,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2005 June,15 - 74 years,Male,%,5
Seasonally Adjusted Monthly Unemployment Rate,2005 June,15 - 74 years,Female,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2005 June,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2005 June,25 - 74 years,Male,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2005 June,25 - 74 years,Female,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2005 July,15 - 24 years,Both sexes,%,9
Seasonally Adjusted Monthly Unemployment Rate,2005 July,15 - 24 years,Male,%,9.9
Seasonally Adjusted Monthly Unemployment Rate,2005 July,15 - 24 years,Female,%,8
Seasonally Adjusted Monthly Unemployment Rate,2005 July,15 - 74 years,Both sexes,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2005 July,15 - 74 years,Male,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2005 July,15 - 74 years,Female,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2005 July,25 - 74 years,Both sexes,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2005 July,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2005 July,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2005 August,15 - 24 years,Both sexes,%,9
Seasonally Adjusted Monthly Unemployment Rate,2005 August,15 - 24 years,Male,%,9.7
Seasonally Adjusted Monthly Unemployment Rate,2005 August,15 - 24 years,Female,%,8.1
Seasonally Adjusted Monthly Unemployment Rate,2005 August,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2005 August,15 - 74 years,Male,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2005 August,15 - 74 years,Female,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2005 August,25 - 74 years,Both sexes,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2005 August,25 - 74 years,Male,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2005 August,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2005 September,15 - 24 years,Both sexes,%,8.8
Seasonally Adjusted Monthly Unemployment Rate,2005 September,15 - 24 years,Male,%,9.5
Seasonally Adjusted Monthly Unemployment Rate,2005 September,15 - 24 years,Female,%,7.9
Seasonally Adjusted Monthly Unemployment Rate,2005 September,15 - 74 years,Both sexes,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2005 September,15 - 74 years,Male,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2005 September,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2005 September,25 - 74 years,Both sexes,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2005 September,25 - 74 years,Male,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2005 September,25 - 74 years,Female,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2005 October,15 - 24 years,Both sexes,%,8.6
Seasonally Adjusted Monthly Unemployment Rate,2005 October,15 - 24 years,Male,%,9.3
Seasonally Adjusted Monthly Unemployment Rate,2005 October,15 - 24 years,Female,%,7.6
Seasonally Adjusted Monthly Unemployment Rate,2005 October,15 - 74 years,Both sexes,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2005 October,15 - 74 years,Male,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2005 October,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2005 October,25 - 74 years,Both sexes,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2005 October,25 - 74 years,Male,%,3.3
Seasonally Adjusted Monthly Unemployment Rate,2005 October,25 - 74 years,Female,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2005 November,15 - 24 years,Both sexes,%,8.6
Seasonally Adjusted Monthly Unemployment Rate,2005 November,15 - 24 years,Male,%,9.3
Seasonally Adjusted Monthly Unemployment Rate,2005 November,15 - 24 years,Female,%,7.7
Seasonally Adjusted Monthly Unemployment Rate,2005 November,15 - 74 years,Both sexes,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2005 November,15 - 74 years,Male,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2005 November,15 - 74 years,Female,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2005 November,25 - 74 years,Both sexes,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2005 November,25 - 74 years,Male,%,3.3
Seasonally Adjusted Monthly Unemployment Rate,2005 November,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2005 December,15 - 24 years,Both sexes,%,8.6
Seasonally Adjusted Monthly Unemployment Rate,2005 December,15 - 24 years,Male,%,9.5
Seasonally Adjusted Monthly Unemployment Rate,2005 December,15 - 24 years,Female,%,7.7
Seasonally Adjusted Monthly Unemployment Rate,2005 December,15 - 74 years,Both sexes,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2005 December,15 - 74 years,Male,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2005 December,15 - 74 years,Female,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2005 December,25 - 74 years,Both sexes,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2005 December,25 - 74 years,Male,%,3.3
Seasonally Adjusted Monthly Unemployment Rate,2005 December,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2006 January,15 - 24 years,Both sexes,%,8.9
Seasonally Adjusted Monthly Unemployment Rate,2006 January,15 - 24 years,Male,%,9.6
Seasonally Adjusted Monthly Unemployment Rate,2006 January,15 - 24 years,Female,%,7.9
Seasonally Adjusted Monthly Unemployment Rate,2006 January,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2006 January,15 - 74 years,Male,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2006 January,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2006 January,25 - 74 years,Both sexes,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2006 January,25 - 74 years,Male,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2006 January,25 - 74 years,Female,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2006 February,15 - 24 years,Both sexes,%,9
Seasonally Adjusted Monthly Unemployment Rate,2006 February,15 - 24 years,Male,%,9.6
Seasonally Adjusted Monthly Unemployment Rate,2006 February,15 - 24 years,Female,%,8.3
Seasonally Adjusted Monthly Unemployment Rate,2006 February,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2006 February,15 - 74 years,Male,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2006 February,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2006 February,25 - 74 years,Both sexes,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2006 February,25 - 74 years,Male,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2006 February,25 - 74 years,Female,%,4
Seasonally Adjusted Monthly Unemployment Rate,2006 March,15 - 24 years,Both sexes,%,9.1
Seasonally Adjusted Monthly Unemployment Rate,2006 March,15 - 24 years,Male,%,9.5
Seasonally Adjusted Monthly Unemployment Rate,2006 March,15 - 24 years,Female,%,8.6
Seasonally Adjusted Monthly Unemployment Rate,2006 March,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2006 March,15 - 74 years,Male,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2006 March,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2006 March,25 - 74 years,Both sexes,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2006 March,25 - 74 years,Male,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2006 March,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2006 April,15 - 24 years,Both sexes,%,9.1
Seasonally Adjusted Monthly Unemployment Rate,2006 April,15 - 24 years,Male,%,9.2
Seasonally Adjusted Monthly Unemployment Rate,2006 April,15 - 24 years,Female,%,8.8
Seasonally Adjusted Monthly Unemployment Rate,2006 April,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2006 April,15 - 74 years,Male,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2006 April,15 - 74 years,Female,%,5
Seasonally Adjusted Monthly Unemployment Rate,2006 April,25 - 74 years,Both sexes,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2006 April,25 - 74 years,Male,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2006 April,25 - 74 years,Female,%,4
Seasonally Adjusted Monthly Unemployment Rate,2006 May,15 - 24 years,Both sexes,%,9
Seasonally Adjusted Monthly Unemployment Rate,2006 May,15 - 24 years,Male,%,9.3
Seasonally Adjusted Monthly Unemployment Rate,2006 May,15 - 24 years,Female,%,8.7
Seasonally Adjusted Monthly Unemployment Rate,2006 May,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2006 May,15 - 74 years,Male,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2006 May,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2006 May,25 - 74 years,Both sexes,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2006 May,25 - 74 years,Male,%,3.5
Seasonally Adjusted Monthly Unemployment Rate,2006 May,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2006 June,15 - 24 years,Both sexes,%,9
Seasonally Adjusted Monthly Unemployment Rate,2006 June,15 - 24 years,Male,%,9.3
Seasonally Adjusted Monthly Unemployment Rate,2006 June,15 - 24 years,Female,%,8.7
Seasonally Adjusted Monthly Unemployment Rate,2006 June,15 - 74 years,Both sexes,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2006 June,15 - 74 years,Male,%,4.7
