Statistic Label,Month,Age Group,Sex,UNIT,VALUE
Seasonally Adjusted Monthly Unemployment Rate,2006 June,15 - 74 years,Female,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2006 June,25 - 74 years,Both sexes,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2006 June,25 - 74 years,Male,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2006 June,25 - 74 years,Female,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2006 July,15 - 24 years,Both sexes,%,9.1
Seasonally Adjusted Monthly Unemployment Rate,2006 July,15 - 24 years,Male,%,9.9
Seasonally Adjusted Monthly Unemployment Rate,2006 July,15 - 24 years,Female,%,8
Seasonally Adjusted Monthly Unemployment Rate,2006 July,15 - 74 years,Both sexes,%,5
Seasonally Adjusted Monthly Unemployment Rate,2006 July,15 - 74 years,Male,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2006 July,15 - 74 years,Female,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2006 July,25 - 74 years,Both sexes,%,4
Seasonally Adjusted Monthly Unemployment Rate,2006 July,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2006 July,25 - 74 years,Female,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2006 August,15 - 24 years,Both sexes,%,9
Seasonally Adjusted Monthly Unemployment Rate,2006 August,15 - 24 years,Male,%,10
Seasonally Adjusted Monthly Unemployment Rate,2006 August,15 - 24 years,Female,%,7.7
Seasonally Adjusted Monthly Unemployment Rate,2006 August,15 - 74 years,Both sexes,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2006 August,15 - 74 years,Male,%,5
Seasonally Adjusted Monthly Unemployment Rate,2006 August,15 - 74 years,Female,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2006 August,25 - 74 years,Both sexes,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2006 August,25 - 74 years,Male,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2006 August,25 - 74 years,Female,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2006 September,15 - 24 years,Both sexes,%,8.6
Seasonally Adjusted Monthly Unemployment Rate,2006 September,15 - 24 years,Male,%,9.5
Seasonally Adjusted Monthly Unemployment Rate,2006 September,15 - 24 years,Female,%,7.6
Seasonally Adjusted Monthly Unemployment Rate,2006 September,15 - 74 years,Both sexes,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2006 September,15 - 74 years,Male,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2006 September,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2006 September,25 - 74 years,Both sexes,%,4
Seasonally Adjusted Monthly Unemployment Rate,2006 September,25 - 74 years,Male,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2006 September,25 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2006 October,15 - 24 years,Both sexes,%,8.1
Seasonally Adjusted Monthly Unemployment Rate,2006 October,15 - 24 years,Male,%,8.5
Seasonally Adjusted Monthly Unemployment Rate,2006 October,15 - 24 years,Female,%,7.6
Seasonally Adjusted Monthly Unemployment Rate,2006 October,15 - 74 years,Both sexes,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2006 October,15 - 74 years,Male,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2006 October,15 - 74 years,Female,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2006 October,25 - 74 years,Both sexes,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2006 October,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2006 October,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2006 November,15 - 24 years,Both sexes,%,7.8
Seasonally Adjusted Monthly Unemployment Rate,2006 November,15 - 24 years,Male,%,8.1
Seasonally Adjusted Monthly Unemployment Rate,2006 November,15 - 24 years,Female,%,7.6
Seasonally Adjusted Monthly Unemployment Rate,2006 November,15 - 74 years,Both sexes,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2006 November,15 - 74 years,Male,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2006 November,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2006 November,25 - 74 years,Both sexes,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2006 November,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2006 November,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2006 December,15 - 24 years,Both sexes,%,8.1
Seasonally Adjusted Monthly Unemployment Rate,2006 December,15 - 24 years,Male,%,8.6
Seasonally Adjusted Monthly Unemployment Rate,2006 December,15 - 24 years,Female,%,7.6
Seasonally Adjusted Monthly Unemployment Rate,2006 December,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2006 December,15 - 74 years,Male,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2006 December,15 - 74 years,Female,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2006 December,25 - 74 years,Both sexes,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2006 December,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2006 December,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2007 January,15 - 24 years,Both sexes,%,8.6
Seasonally Adjusted Monthly Unemployment Rate,2007 January,15 - 24 years,Male,%,9.5
Seasonally Adjusted Monthly Unemployment Rate,2007 January,15 - 24 years,Female,%,7.5
Seasonally Adjusted Monthly Unemployment Rate,2007 January,15 - 74 years,Both sexes,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2007 January,15 - 74 years,Male,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2007 January,15 - 74 years,Female,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2007 January,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2007 January,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2007 January,25 - 74 years,Female,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2007 February,15 - 24 years,Both sexes,%,8.8
Seasonally Adjusted Monthly Unemployment Rate,2007 February,15 - 24 years,Male,%,9.9
Seasonally Adjusted Monthly Unemployment Rate,2007 February,15 - 24 years,Female,%,7.6
Seasonally Adjusted Monthly Unemployment Rate,2007 February,15 - 74 years,Both sexes,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007 February,15 - 74 years,Male,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007 February,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007 February,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2007 February,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2007 February,25 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2007 March,15 - 24 years,Both sexes,%,9.2
Seasonally Adjusted Monthly Unemployment Rate,2007 March,15 - 24 years,Male,%,10.3
Seasonally Adjusted Monthly Unemployment Rate,2007 March,15 - 24 years,Female,%,7.9
Seasonally Adjusted Monthly Unemployment Rate,2007 March,15 - 74 years,Both sexes,%,5
Seasonally Adjusted Monthly Unemployment Rate,2007 March,15 - 74 years,Male,%,5
Seasonally Adjusted Monthly Unemployment Rate,2007 March,15 - 74 years,Female,%,5
Seasonally Adjusted Monthly Unemployment Rate,2007 March,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2007 March,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2007 March,25 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2007 April,15 - 24 years,Both sexes,%,9.4
Seasonally Adjusted Monthly Unemployment Rate,2007 April,15 - 24 years,Male,%,10.3
Seasonally Adjusted Monthly Unemployment Rate,2007 April,15 - 24 years,Female,%,8.4
Seasonally Adjusted Monthly Unemployment Rate,2007 April,15 - 74 years,Both sexes,%,5
Seasonally Adjusted Monthly Unemployment Rate,2007 April,15 - 74 years,Male,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007 April,15 - 74 years,Female,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2007 April,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2007 April,25 - 74 years,Male,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2007 April,25 - 74 years,Female,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2007 May,15 - 24 years,Both sexes,%,9.4
Seasonally Adjusted Monthly Unemployment Rate,2007 May,15 - 24 years,Male,%,10.3
Seasonally Adjusted Monthly Unemployment Rate,2007 May,15 - 24 years,Female,%,8.3
Seasonally Adjusted Monthly Unemployment Rate,2007 May,15 - 74 years,Both sexes,%,5
Seasonally Adjusted Monthly Unemployment Rate,2007 May,15 - 74 years,Male,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007 May,15 - 74 years,Female,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2007 May,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2007 May,25 - 74 years,Male,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2007 May,25 - 74 years,Female,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2007 June,15 - 24 years,Both sexes,%,9.4
Seasonally Adjusted Monthly Unemployment Rate,2007 June,15 - 24 years,Male,%,10.3
Seasonally Adjusted Monthly Unemployment Rate,2007 June,15 - 24 years,Female,%,8.3
Seasonally Adjusted Monthly Unemployment Rate,2007 June,15 - 74 years,Both sexes,%,5
Seasonally Adjusted Monthly Unemployment Rate,2007 June,15 - 74 years,Male,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007 June,15 - 74 years,Female,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2007 June,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2007 June,25 - 74 years,Male,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2007 June,25 - 74 years,Female,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2007 July,15 - 24 years,Both sexes,%,9
Seasonally Adjusted Monthly Unemployment Rate,2007 July,15 - 24 years,Male,%,10.3
Seasonally Adjusted Monthly Unemployment Rate,2007 July,15 - 24 years,Female,%,7.5
Seasonally Adjusted Monthly Unemployment Rate,2007 July,15 - 74 years,Both sexes,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007 July,15 - 74 years,Male,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007 July,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007 July,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2007 July,25 - 74 years,Male,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2007 July,25 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2007 August,15 - 24 years,Both sexes,%,8.8
Seasonally Adjusted Monthly Unemployment Rate,2007 August,15 - 24 years,Male,%,10.2
Seasonally Adjusted Monthly Unemployment Rate,2007 August,15 - 24 years,Female,%,7.3
Seasonally Adjusted Monthly Unemployment Rate,2007 August,15 - 74 years,Both sexes,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007 August,15 - 74 years,Male,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007 August,15 - 74 years,Female,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2007 August,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2007 August,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2007 August,25 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2007 September,15 - 24 years,Both sexes,%,8.9
Seasonally Adjusted Monthly Unemployment Rate,2007 September,15 - 24 years,Male,%,10.2
Seasonally Adjusted Monthly Unemployment Rate,2007 September,15 - 24 years,Female,%,7.3
Seasonally Adjusted Monthly Unemployment Rate,2007 September,15 - 74 years,Both sexes,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007 September,15 - 74 years,Male,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2007 September,15 - 74 years,Female,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2007 September,25 - 74 years,Both sexes,%,4
Seasonally Adjusted Monthly Unemployment Rate,2007 September,25 - 74 years,Male,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2007 September,25 - 74 years,Female,%,4
Seasonally Adjusted Monthly Unemployment Rate,2007 October,15 - 24 years,Both sexes,%,9.1
Seasonally Adjusted Monthly Unemployment Rate,2007 October,15 - 24 years,Male,%,10.2
Seasonally Adjusted Monthly Unemployment Rate,2007 October,15 - 24 years,Female,%,7.8
Seasonally Adjusted Monthly Unemployment Rate,2007 October,15 - 74 years,Both sexes,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2007 October,15 - 74 years,Male,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2007 October,15 - 74 years,Female,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2007 October,25 - 74 years,Both sexes,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2007 October,25 - 74 years,Male,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2007 October,25 - 74 years,Female,%,4
Seasonally Adjusted Monthly Unemployment Rate,2007 November,15 - 24 years,Both sexes,%,9.4
Seasonally Adjusted Monthly Unemployment Rate,2007 November,15 - 24 years,Male,%,10.6
Seasonally Adjusted Monthly Unemployment Rate,2007 November,15 - 24 years,Female,%,8.1
Seasonally Adjusted Monthly Unemployment Rate,2007 November,15 - 74 years,Both sexes,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2007 November,15 - 74 years,Male,%,5.5
Seasonally Adjusted Monthly Unemployment Rate,2007 November,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007 November,25 - 74 years,Both sexes,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2007 November,25 - 74 years,Male,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2007 November,25 - 74 years,Female,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2007 December,15 - 24 years,Both sexes,%,9.7
Seasonally Adjusted Monthly Unemployment Rate,2007 December,15 - 24 years,Male,%,11
Seasonally Adjusted Monthly Unemployment Rate,2007 December,15 - 24 years,Female,%,8.1
Seasonally Adjusted Monthly Unemployment Rate,2007 December,15 - 74 years,Both sexes,%,5.3
Seasonally Adjusted Monthly Unemployment Rate,2007 December,15 - 74 years,Male,%,5.6
Seasonally Adjusted Monthly Unemployment Rate,2007 December,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2007 December,25 - 74 years,Both sexes,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2007 December,25 - 74 years,Male,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2007 December,25 - 74 years,Female,%,4
Seasonally Adjusted Monthly Unemployment Rate,2008 January,15 - 24 years,Both sexes,%,10
Seasonally Adjusted Monthly Unemployment Rate,2008 January,15 - 24 years,Male,%,11.8
Seasonally Adjusted Monthly Unemployment Rate,2008 January,15 - 24 years,Female,%,8
Seasonally Adjusted Monthly Unemployment Rate,2008 January,15 - 74 years,Both sexes,%,5.3
Seasonally Adjusted Monthly Unemployment Rate,2008 January,15 - 74 years,Male,%,5.8
Seasonally Adjusted Monthly Unemployment Rate,2008 January,15 - 74 years,Female,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2008 January,25 - 74 years,Both sexes,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2008 January,25 - 74 years,Male,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2008 January,25 - 74 years,Female,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2008 February,15 - 24 years,Both sexes,%,10.3
Seasonally Adjusted Monthly Unemployment Rate,2008 February,15 - 24 years,Male,%,12.5
Seasonally Adjusted Monthly Unemployment Rate,2008 February,15 - 24 years,Female,%,7.8
Seasonally Adjusted Monthly Unemployment Rate,2008 February,15 - 74 years,Both sexes,%,5.3
Seasonally Adjusted Monthly Unemployment Rate,2008 February,15 - 74 years,Male,%,5.9
Seasonally Adjusted Monthly Unemployment Rate,2008 February,15 - 74 years,Female,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2008 February,25 - 74 years,Both sexes,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2008 February,25 - 74 years,Male,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2008 February,25 - 74 years,Female,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2008 March,15 - 24 years,Both sexes,%,10.6
Seasonally Adjusted Monthly Unemployment Rate,2008 March,15 - 24 years,Male,%,13.2
Seasonally Adjusted Monthly Unemployment Rate,2008 March,15 - 24 years,Female,%,7.7
Seasonally Adjusted Monthly Unemployment Rate,2008 March,15 - 74 years,Both sexes,%,5.5
Seasonally Adjusted Monthly Unemployment Rate,2008 March,15 - 74 years,Male,%,6.1
Seasonally Adjusted Monthly Unemployment Rate,2008 March,15 - 74 years,Female,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2008 March,25 - 74 years,Both sexes,%,4.3
Seasonally Adjusted Monthly Unemployment Rate,2008 March,25 - 74 years,Male,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2008 March,25 - 74 years,Female,%,4
Seasonally Adjusted Monthly Unemployment Rate,2008 April,15 - 24 years,Both sexes,%,10.8
Seasonally Adjusted Monthly Unemployment Rate,2008 April,15 - 24 years,Male,%,13.6
Seasonally Adjusted Monthly Unemployment Rate,2008 April,15 - 24 years,Female,%,7.6
Seasonally Adjusted Monthly Unemployment Rate,2008 April,15 - 74 years,Both sexes,%,5.6
Seasonally Adjusted Monthly Unemployment Rate,2008 April,15 - 74 years,Male,%,6.3
Seasonally Adjusted Monthly Unemployment Rate,2008 April,15 - 74 years,Female,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2008 April,25 - 74 years,Both sexes,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2008 April,25 - 74 years,Male,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2008 April,25 - 74 years,Female,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2008 May,15 - 24 years,Both sexes,%,11.4
Seasonally Adjusted Monthly Unemployment Rate,2008 May,15 - 24 years,Male,%,14.3
Seasonally Adjusted Monthly Unemployment Rate,2008 May,15 - 24 years,Female,%,8.2
Seasonally Adjusted Monthly Unemployment Rate,2008 May,15 - 74 years,Both sexes,%,5.9
Seasonally Adjusted Monthly Unemployment Rate,2008 May,15 - 74 years,Male,%,6.6
Seasonally Adjusted Monthly Unemployment Rate,2008 May,15 - 74 years,Female,%,5
Seasonally Adjusted Monthly Unemployment Rate,2008 May,25 - 74 years,Both sexes,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2008 May,25 - 74 years,Male,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2008 May,25 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2008 June,15 - 24 years,Both sexes,%,12.4
Seasonally Adjusted Monthly Unemployment Rate,2008 June,15 - 24 years,Male,%,15.1
Seasonally Adjusted Monthly Unemployment Rate,2008 June,15 - 24 years,Female,%,9.3
Seasonally Adjusted Monthly Unemployment Rate,2008 June,15 - 74 years,Both sexes,%,6.3
